"schluessel","straftat","gemeindeschluessel","stadt_landkreis","kreisart","anzahl_erfasste_faelle","haeufigkeitszahl","erfasste_faelle_davon_versuche_anzahl","erfasste_faelle_davon_versuche_anteil_in_percent","mit_schusswaffe_gedroht","mit_schusswaffe_geschossen","auffklaerung_anzahl_faelle","aufklaerungsquote","tatverdaechtige_insgesamt","tatverdaechtige_maennlich","tatverdaechtige_weiblich","nichtdeutsche_tatverdaechtige_anzahl","nichtdeutsche_tatverdaechtige_anteil_in_percent_an_der_gesamtzahl","x19","x20","x21","x22","x23","gemeinden_n","pop_20_sum","pop20_MEDIAN","bs20_MEAN","lupp20_MEAN","mean_FLAT_size_2022","livespace_MEAN_grid_2022","vac_MEAN_muni_2022","Rent_m2_EUR_2022","share_larger_HH_2022","share_big_WHG_2022","POP_60_plus_._2022","Tax_pp_2020","change_pc_bs_median","change_pc_flat_size","change_pc_livespace_pp","change_pc_income_tax_pp"
"892000","Gewaltkriminalität",7333,"Donnersbergkreis","LK",121,161,18,14.9,3,1,109,90.1,129,108,21,34,26.4,2723642,NA,7333,"Donnersbergkreis",75325,81,76685.404,7.2916,1056.6958,177.5552,125.582,70.7812,7.3882,5.0127,0.3136,0.022,32.8136,6.5232,-6.2011,4.4233,22.8562,24.0114
"892000","Gewaltkriminalität",7334,"Germersheim","LK",242,188,52,21.5,9,3,195,80.6,233,186,47,77,33,2723642,NA,7334,"Germersheim",129013,31,127907.9724,10.4015,1335.608,160.9335,121.9697,63.4452,4.1703,6.4558,0.3472,0.0899,29.4053,7.9539,-6.1805,-0.5541,17.0986,24.1147
"892000","Gewaltkriminalität",7335,"Kaiserslautern","LK",132,125,31,23.5,1,3,121,91.7,141,108,33,46,32.6,2723642,NA,7335,"Kaiserslautern",105979,50,105769.4136,8.8132,1203.8117,173.1616,131.7582,72.458,6.1638,6.1826,0.3102,0.0251,31.6852,6.7124,-0.3393,4.4046,17.6192,22.9441
"892000","Gewaltkriminalität",7336,"Kusel","LK",137,195,28,20.4,1,0,131,95.6,161,142,19,52,32.3,2723642,NA,7336,"Kusel",70219,98,72374.8835,7.0874,975.5289,164.7308,128.3457,71.0505,7.6527,5.0615,0.3032,0.0166,34.9216,5.4032,1.2843,3.1973,18.6631,20.4048
"892000","Gewaltkriminalität",7337,"Südliche Weinstraße","LK",129,117,26,20.2,2,0,117,90.7,144,116,28,25,17.4,2723642,NA,7337,"Südliche Weinstraße",110521,75,110912.1746,8.8878,1232.4357,163.7498,124.3688,70.1898,5.9624,6.1489,0.3184,0.0373,32.7338,8.5055,-2.9237,1.8403,20.7071,31.519
"892000","Gewaltkriminalität",7338,"Rhein-Pfalz-Kreis","LK",205,133,35,17.1,5,0,173,84.4,222,189,33,91,41,2723642,NA,7338,"Rhein-Pfalz-Kreis",154609,25,151766.9851,15.1603,1468.3726,137.6468,118.0332,69.3625,3.6024,6.7548,0.3214,0.1023,31.4435,9.1294,-4.9181,1.0924,27.9882,17.0955
"892000","Gewaltkriminalität",7339,"Mainz-Bingen","LK",281,133,49,17.4,2,1,245,87.2,298,242,56,87,29.2,2723642,NA,7339,"Mainz-Bingen",211417,64,208948.9514,11.3,1326.2196,144.1641,119.9598,67.1441,5.0292,6.7931,0.3144,0.0653,30.457,9.1013,-3.7045,0.1171,20.9981,12.0752
"892000","Gewaltkriminalität",7340,"Südwestpfalz","LK",84,89,9,10.7,0,0,78,92.9,95,81,14,13,13.7,2723642,NA,7340,"Südwestpfalz",94831,84,110824.8918,8.7639,1066.9177,145.1094,126.4974,72.7864,6.6826,4.82,0.3023,0.0159,35.7616,6.2901,-4.3197,4.4345,25.0002,22.831
"892000","Gewaltkriminalität",8111,"Stuttgart","SK",2341,368,475,20.3,9,8,1812,77.4,2248,1926,322,1262,56.1,2723642,NA,8111,"Stuttgart",635911,1,636297.4822,36.0136,1711.862,56.4413,79.76,51.1486,3.46,10.39,0.249,0.5211,23.8937,NA,0.3536,-8.7842,18.0268,NA
"892000","Gewaltkriminalität",8115,"Böblingen","LK",461,117,78,16.9,3,2,401,87,529,442,87,286,54.1,2723642,NA,8115,"Böblingen",392807,26,372822.7649,15.8323,1399.6811,107.0606,104.2362,57.7873,3.9735,8.8077,0.3389,0.2074,27.0458,10.1012,-1.0644,-0.9563,22.9838,10.7089
"892000","Gewaltkriminalität",8116,"Esslingen","LK",771,144,161,20.9,5,1,676,87.7,800,691,109,451,56.4,2723642,NA,8116,"Esslingen",535024,44,518234.1376,16.8174,1477.2098,105.9784,102.8511,59.5735,4.1541,8.3402,0.3141,0.1671,28.8153,9.1931,-2.4023,0.6499,25.6106,6.5767
"892000","Gewaltkriminalität",8117,"Göppingen","LK",335,130,51,15.2,1,4,282,84.2,357,293,64,162,45.4,2723642,NA,8117,"Göppingen",258145,38,250004.449,11.9125,1259.22,138.004,107.0903,60.8154,4.8653,6.9487,0.3167,0.1156,30.4271,8.5568,1.6703,2.8826,27.215,14.3506
"892000","Gewaltkriminalität",8118,"Ludwigsburg","LK",688,126,105,15.3,5,3,608,88.4,729,628,101,407,55.8,2723642,NA,8118,"Ludwigsburg",545423,39,528308.3515,15.9671,1389.9559,105.5101,101.2951,57.9781,4.2408,8.3374,0.313,0.2194,27.5312,9.5567,-2.5405,-0.2367,26.8273,10.4707
"892000","Gewaltkriminalität",8119,"Rems-Murr-Kreis","LK",670,157,155,23.1,7,4,572,85.4,687,601,86,349,50.8,2723642,NA,8119,"Rems-Murr-Kreis",427248,31,417439.0728,12.8706,1233.1165,114.8591,102.5039,60.2328,4.3058,7.5803,0.3208,0.1458,29.2037,8.616,-2.2843,1.981,28.5284,7.9764
"892000","Gewaltkriminalität",8121,"Heilbronn","SK",307,243,59,19.2,3,3,250,81.4,326,287,39,161,49.4,2723642,NA,8121,"Heilbronn",126592,1,122697.0069,23.0384,1543.7537,89.2646,87.34,57.5058,4.02,8.49,0.2777,0.4011,25.3455,NA,1.3289,-7.3767,26.8978,NA
"892000","Gewaltkriminalität",8125,"Heilbronn","LK",269,78,35,13,6,1,236,87.7,331,300,31,150,45.3,2723642,NA,8125,"Heilbronn",344456,46,330331.1159,10.7103,1224.3792,146.7609,110.4102,61.0185,4.6476,7.3185,0.34,0.1244,27.1686,8.96,-1.8704,1.0501,27.2005,13.8031
"892000","Gewaltkriminalität",8126,"Hohenlohekreis","LK",91,81,18,19.8,0,0,84,92.3,90,77,13,35,38.9,2723642,NA,8126,"Hohenlohekreis",112655,16,108556.7069,7.9903,990.9903,158.7484,112.7225,63.0692,5.035,6.3606,0.3489,0.1265,27.4905,8.9947,0.1102,3.1245,31.327,10.8037
"892000","Gewaltkriminalität",8127,"Schwäbisch Hall","LK",214,109,38,17.8,3,1,193,90.2,243,208,35,95,39.1,2723642,NA,8127,"Schwäbisch Hall",196761,30,189327.8565,6.6979,996.6786,181.767,114.1343,64.5374,5.3517,6.052,0.3345,0.0846,27.9011,7.9888,0.2803,4.6698,35.1358,21.6631
"892000","Gewaltkriminalität",8128,"Main-Tauber-Kreis","LK",109,82,12,11,0,1,100,91.7,129,118,11,49,38,2723642,NA,8128,"Main-Tauber-Kreis",132399,18,130645.6806,6.9649,1121.5507,199.7629,116.5028,66.928,6.6106,5.3772,0.331,0.0748,31.3371,6.7353,-3.2737,2.1095,25.9045,19.0979
"892000","Gewaltkriminalität",8135,"Heidenheim","LK",170,128,36,21.2,2,1,142,83.5,168,147,21,66,39.3,2723642,NA,8135,"Heidenheim",132777,11,127742.5093,9.8648,1195.5979,161.6336,109.0582,61.1598,4.9073,6.3191,0.334,0.1153,30.5251,7.4276,4.7878,1.9312,30.3374,9.0532
"892000","Gewaltkriminalität",8136,"Ostalbkreis","LK",396,126,57,14.4,1,0,330,83.3,406,336,70,145,35.7,2723642,NA,8136,"Ostalbkreis",314025,42,310499.7119,9.3027,1197.4579,163.1346,114.6843,61.7363,5.0905,6.2695,0.3566,0.0748,28.596,8.7022,6.1677,5.644,33.8718,29.9382
"892000","Gewaltkriminalität",8211,"Baden-Baden","SK",115,208,13,11.3,1,1,99,86.1,106,89,17,50,47.2,2723642,NA,8211,"Baden-Baden",55185,1,60296.1538,14.4088,1229.5396,94.8987,99.2,64.8861,5.22,7.83,0.2282,0.3488,34.5483,NA,-2.665,-4.5442,16.6522,NA
"892000","Gewaltkriminalität",8212,"Karlsruhe","SK",810,260,167,20.6,3,5,653,80.6,841,739,102,383,45.5,2723642,NA,8212,"Karlsruhe",312060,1,328782.6435,26.3833,1396.9336,63.4337,85.15,57.4796,3.21,8.46,0.2344,0.5785,25.4627,NA,1.0397,-12.2607,15.021,NA
"892000","Gewaltkriminalität",8215,"Karlsruhe","LK",436,98,75,17.2,8,3,397,91.1,512,451,61,231,45.1,2723642,NA,8215,"Karlsruhe",445101,32,435354.9164,14.3452,1408.8975,137.1233,112.0884,62.7449,4.3303,7.1031,0.3247,0.1318,29.2962,8.3538,-1.2641,-0.1446,25.0509,10.7746
"892000","Gewaltkriminalität",8216,"Rastatt","LK",258,111,45,17.4,2,0,218,84.5,268,230,38,127,47.4,2723642,NA,8216,"Rastatt",231420,23,226782.079,12.1198,1262.7567,140.5048,110.5948,64.3825,4.8487,6.7148,0.3125,0.1128,30.3627,7.9367,-3.6436,1.9431,30.2765,15.4686
"892000","Gewaltkriminalität",8221,"Heidelberg","SK",391,242,70,17.9,0,0,330,84.4,419,370,49,189,45.1,2723642,NA,8221,"Heidelberg",161485,1,154683.0806,21.778,1400.3746,71.8325,83.25,53.942,3.37,10.02,0.2394,0.5381,21.5267,NA,5.3807,-14.1924,13.7234,NA
"892000","Gewaltkriminalität",8222,"Mannheim","SK",892,287,113,12.7,9,2,704,78.9,919,778,141,419,45.6,2723642,NA,8222,"Mannheim",310658,1,331293.6751,27.6291,1505.6468,64.7297,79.54,54.7899,4.54,8.39,0.23,0.6129,24.802,NA,1.0363,-11.7762,11.6237,NA
"892000","Gewaltkriminalität",8225,"Neckar-Odenwald-Kreis","LK",164,114,23,14,0,0,150,91.5,186,170,16,59,31.7,2723642,NA,8225,"Neckar-Odenwald-Kreis",143633,27,142734.7657,8.6381,1125.2816,156.0619,116.7893,64.8369,5.5259,5.5507,0.3384,0.0614,30.9075,6.9227,-0.6325,3.1554,32.0002,20.7998
"892000","Gewaltkriminalität",8226,"Rhein-Neckar-Kreis","LK",631,115,108,17.1,7,2,539,85.4,696,587,109,296,42.5,2723642,NA,8226,"Rhein-Neckar-Kreis",548355,54,540329.9153,16.9505,1458.4464,124.9107,110.3833,63.8108,4.6307,6.9891,0.3059,0.145,29.9147,9.1457,1.1334,0.2279,23.8436,17.3125
"892000","Gewaltkriminalität",8231,"Pforzheim","SK",404,321,66,16.3,2,3,328,81.2,420,370,50,220,52.4,2723642,NA,8231,"Pforzheim",125957,1,123847.1262,22.2339,1444.7499,76.0292,85.42,56.0593,3.72,7.36,0.291,0.5091,26.427,NA,5.2114,-11.3913,17.9292,NA
"892000","Gewaltkriminalität",8235,"Calw","LK",176,111,22,12.5,3,0,162,92,196,171,25,69,35.2,2723642,NA,8235,"Calw",159201,25,151291.7603,9.2732,1049.2168,122.2731,105.6012,60.3105,6.2596,6.6524,0.3145,0.149,29.2383,7.8765,-0.1212,2.9891,24.4405,14.92
"892000","Gewaltkriminalität",8236,"Enzkreis","LK",169,85,28,16.6,1,1,136,80.5,163,148,15,74,45.4,2723642,NA,8236,"Enzkreis",199556,28,195625.5645,12.8241,1297.6926,125.9749,111.1932,63.4797,4.9618,7.0436,0.322,0.1017,29.6807,9.0749,-0.713,1.7373,26.0283,7.4665
"892000","Gewaltkriminalität",8237,"Freudenstadt","LK",112,95,17,15.2,1,1,98,87.5,138,119,19,57,41.3,2723642,NA,8237,"Freudenstadt",118243,16,115372.9721,7.4485,883.2788,129.5764,107.7287,61.3514,6.004,6.0519,0.332,0.1087,28.4387,8.4211,-2.6345,5.6647,38.0614,24.0876
"892000","Gewaltkriminalität",8311,"Freiburg im Breisgau","SK",725,314,136,18.8,1,0,586,80.8,708,635,73,360,50.8,2723642,NA,8311,"Freiburg im Breisgau",231195,1,247039.6575,38.2965,1500.8144,53.5167,80.75,56.3511,2.37,9.74,0.2479,0.5889,23.0239,NA,3.479,-13.8017,15.3602,NA
"892000","Gewaltkriminalität",8315,"Breisgau-Hochschwarzwald","LK",272,103,39,14.3,0,0,240,88.2,291,256,35,114,39.2,2723642,NA,8315,"Breisgau-Hochschwarzwald",263601,50,254093.8755,9.8025,1067.5742,129.1807,105.7294,60.4463,3.705,7.8018,0.3082,0.1691,29.8875,9.0161,-2.6147,1.7342,26.1056,24.4737
"892000","Gewaltkriminalität",8316,"Emmendingen","LK",194,117,33,17,1,4,167,86.1,214,179,35,71,33.2,2723642,NA,8316,"Emmendingen",166408,24,161341.8248,9.8555,1034.8174,132.2981,107.7979,60.1351,3.8454,7.1079,0.3245,0.1269,28.847,7.814,-1.3976,2.0254,28.5827,29.46
"892000","Gewaltkriminalität",8317,"Ortenaukreis","LK",672,156,97,14.4,14,2,578,86,727,615,112,317,43.6,2723642,NA,8317,"Ortenaukreis",430953,52,419030.058,7.8148,931.589,138.3558,109.8969,59.879,4.9788,6.399,0.3232,0.1053,29.6196,7.6941,-2.75,3.2339,29.272,17.2966
"892000","Gewaltkriminalität",8325,"Rottweil","LK",152,109,23,15.1,1,0,140,92.1,183,163,20,84,45.9,2723642,NA,8325,"Rottweil",139878,21,136867.0159,7.926,976.397,138.6965,112.4981,64.6358,6.0319,5.93,0.3217,0.0713,29.2541,7.9272,0.3172,5.4333,34.459,13.7636
"892000","Gewaltkriminalität",8326,"Schwarzwald-Baar-Kreis","LK",217,102,23,10.6,8,1,191,88,234,197,37,95,40.6,2723642,NA,8326,"Schwarzwald-Baar-Kreis",212506,20,206344.4117,7.8217,897.8667,130.6741,102.707,62.0078,6.1,6.236,0.2897,0.1964,31.039,7.3407,-3.373,0.3313,23.4112,8.6496
"892000","Gewaltkriminalität",8327,"Tuttlingen","LK",148,105,28,18.9,1,2,134,90.5,174,152,22,72,41.4,2723642,NA,8327,"Tuttlingen",140766,35,134859.8821,10.1552,1179.122,143.2415,119.086,64.4113,4.92,6.0757,0.3757,0.0604,27.1753,9.0651,2.4335,6.0308,31.3534,17.0001
"892000","Gewaltkriminalität",8335,"Konstanz","LK",457,160,58,12.7,8,4,394,86.2,501,436,65,218,43.5,2723642,NA,8335,"Konstanz",286305,25,278152.8269,11.426,1199.5346,135.0671,107.0908,63.4791,3.876,7.75,0.2935,0.1709,30.2161,9.8093,1.5803,-0.164,22.3333,41.1773
"892000","Gewaltkriminalität",8336,"Lörrach","LK",332,145,58,17.5,2,0,296,89.2,354,300,54,162,45.8,2723642,NA,8336,"Lörrach",228736,35,240578.7741,9.7229,1053.7098,135.0474,111.5286,61.6765,4.8941,7.2477,0.3254,0.1426,29.1901,9.5756,-0.3278,2.5562,26.5148,38.3262
"892000","Gewaltkriminalität",8337,"Waldshut","LK",148,87,20,13.5,2,2,128,86.5,164,143,21,70,42.7,2723642,NA,8337,"Waldshut",171003,32,175913.5342,7.8311,976.6241,148.1565,110.3003,65.6054,5.8481,6.6328,0.2978,0.1564,30.5808,8.2698,-0.9711,1.7019,27.1985,41.6061
"892000","Gewaltkriminalität",8415,"Reutlingen","LK",445,155,60,13.5,2,1,386,86.7,474,410,64,211,44.5,2723642,NA,8415,"Reutlingen",287034,27,291761.2477,11.636,1244.8101,144.6241,111.2804,62.2429,4.9946,7.0519,0.3361,0.0997,28.758,8.2779,-0.3004,2.1211,28.8429,12.608
"892000","Gewaltkriminalität",8416,"Tübingen","LK",313,137,66,21.1,2,0,262,83.7,311,270,41,122,39.2,2723642,NA,8416,"Tübingen",228678,15,218693.1504,14.5062,1360.4763,117.4145,107.7907,62.5387,3.9533,7.942,0.3414,0.1305,26.9676,9.1773,-1.437,-0.2381,26.5089,16.1227
"892000","Gewaltkriminalität",8417,"Zollernalbkreis","LK",205,108,21,10.2,1,3,190,92.7,245,208,37,95,38.8,2723642,NA,8417,"Zollernalbkreis",189363,25,186936.1022,9.5075,1194.3644,155.1146,119.926,66.6118,5.7446,6.182,0.3539,0.0573,29.8173,8.1308,0.1393,4.7662,32.6414,15.2226
"892000","Gewaltkriminalität",8421,"Ulm","SK",342,270,53,15.5,4,0,282,82.5,355,312,43,153,43.1,2723642,NA,8421,"Ulm",126790,1,120342.4243,18.9396,1415.786,91.0654,87.64,57.5582,3.2,8.48,0.2842,0.4648,25.0039,NA,5.6696,-11.0565,20.2767,NA
"892000","Gewaltkriminalität",8425,"Alb-Donau-Kreis","LK",164,83,25,15.2,0,1,145,88.4,188,159,29,80,42.6,2723642,NA,8425,"Alb-Donau-Kreis",197076,55,189981.8426,7.6902,1134.0415,189.6905,119.256,61.4797,5.3976,6.3715,0.3866,0.0485,26.9431,8.2726,6.1676,3.4491,28.2061,24.7925
"892000","Gewaltkriminalität",8426,"Biberach","LK",198,98,34,17.2,1,3,174,87.9,224,199,25,98,43.8,2723642,NA,8426,"Biberach",201282,45,191867.7727,7.2745,1126.5897,192.6222,121.5949,65.5328,5.0103,6.1951,0.3748,0.0644,26.5386,8.3182,2.9235,2.4393,29.8481,28.4487
"892000","Gewaltkriminalität",8435,"Bodenseekreis","LK",302,139,47,15.6,0,0,260,86.1,320,271,49,152,47.5,2723642,NA,8435,"Bodenseekreis",217470,23,219055.8415,11.2922,1180.9671,130.8049,104.2717,63.1904,4.1304,8.1896,0.2805,0.1985,31.4864,9.8648,17.9352,0.994,26.1465,28.174
"892000","Gewaltkriminalität",8436,"Ravensburg","LK",336,118,57,17,0,0,296,88.1,361,322,39,154,42.7,2723642,NA,8436,"Ravensburg",285424,39,274751.5178,6.7755,930.8331,165.2985,114.6756,63.3978,4.0389,6.8533,0.3508,0.1009,26.8917,8.2543,-3.6237,2.8393,35.0945,26.1727
"892000","Gewaltkriminalität",8437,"Sigmaringen","LK",165,126,31,18.8,0,2,153,92.7,206,188,18,72,35,2723642,NA,8437,"Sigmaringen",130849,25,127676.2593,6.749,1031.7409,185.8609,115.9404,65.608,5.1772,5.84,0.3348,0.0718,29.6076,7.0397,-2.8976,2.6745,30.9537,21.2684
"892000","Gewaltkriminalität",9161,"Ingolstadt","KfS",331,241,81,24.5,0,1,274,82.8,321,261,60,139,43.3,2723642,NA,9161,"Ingolstadt",137392,1,134187.3407,21.2105,1694.7209,110.059,87.28,56.6306,3.84,9.16,0.2768,0.4145,24.7186,NA,4.1076,-13.5923,16.2774,NA
"892000","Gewaltkriminalität",9162,"München","KfS",3684,248,688,18.7,15,7,3010,81.7,3751,3183,568,2071,55.2,2723642,NA,9162,"München",1484226,1,1610323.1234,62.6269,1796.3807,35.941,73.48,50.3751,2.43,12.89,0.2166,0.7742,22.5641,NA,4.0597,-17.8161,4.9884,NA
"892000","Gewaltkriminalität",9163,"Rosenheim","KfS",124,195,33,26.6,1,1,107,86.3,134,104,30,82,61.2,2723642,NA,9163,"Rosenheim",63551,1,61917.8132,27.4191,1518.6629,72.1355,83.13,53.1414,1.99,9.09,0.2629,0.4908,26.3874,NA,8.7843,-9.9769,17.6437,NA
"892000","Gewaltkriminalität",9171,"Altötting","LK",123,110,17,13.8,0,1,111,90.2,139,118,21,45,32.4,2723642,NA,9171,"Altötting",111516,24,109476.4901,6.6794,939.8694,198.6257,124.3938,68.6824,3.6322,6.0262,0.3549,0.1056,28.8191,8.0484,-5.5734,2.7864,36.1543,22.5411
"892000","Gewaltkriminalität",9172,"Berchtesgadener Land","LK",130,123,31,23.8,0,0,115,88.5,144,116,28,52,36.1,2723642,NA,9172,"Berchtesgadener Land",105929,17,103957.6328,6.6487,719.2619,119.687,99.3413,60.3593,3.962,7.2153,0.2941,0.2066,30.4588,7.5025,-1.2103,2.9675,39.7884,33.1347
"892000","Gewaltkriminalität",9173,"Bad Tölz-Wolfratshausen","LK",170,133,49,28.8,2,0,152,89.4,176,140,36,79,44.9,2723642,NA,9173,"Bad Tölz-Wolfratshausen",127917,23,124151.0839,7.3525,848.2833,128.8431,111.8386,67.7967,3.295,9.0181,0.328,0.1273,28.3667,11.9722,-5.8694,3.8653,36.3917,20.7507
"892000","Gewaltkriminalität",9174,"Dachau","LK",162,105,31,19.1,3,1,138,85.2,159,139,20,86,54.1,2723642,NA,9174,"Dachau",154899,17,148006.42,10.2062,1172.2559,142.2562,113.6841,61.4886,3.1159,9.3576,0.3619,0.1109,25.8104,10.6675,-0.6827,0.7886,33.2179,21.4192
"892000","Gewaltkriminalität",9175,"Ebersberg","LK",126,88,32,25.4,0,1,110,87.3,138,120,18,58,42,2723642,NA,9175,"Ebersberg",143649,24,136336.1066,8.9413,921.2678,110.9575,116.4971,63.7265,3.0752,9.7029,0.368,0.1638,25.46,11.3819,-2.0893,0.2384,33.6155,16.4259
"892000","Gewaltkriminalität",9176,"Eichstätt","LK",110,83,13,11.8,1,1,101,91.8,130,114,16,53,40.8,2723642,NA,9176,"Eichstätt",132881,31,128133.0361,8.3016,1143.8771,183.0254,129.5293,65.0389,4.9427,7.311,0.4119,0.039,25.8757,9.579,4.3475,2.953,30.9364,32.8499
"892000","Gewaltkriminalität",9177,"Erding","LK",177,128,47,26.6,1,0,167,94.4,193,164,29,104,53.9,2723642,NA,9177,"Erding",138182,26,133037.2768,5.8105,903.4552,175.8849,122.7523,65.2449,3.2308,8.83,0.3848,0.0864,24.1785,9.5014,-2.2506,2.2492,35.1838,19.8102
"892000","Gewaltkriminalität",9178,"Freising","LK",174,97,32,18.4,2,0,157,90.2,209,181,28,92,44,2723642,NA,9178,"Freising",180007,24,172552.8686,7.5019,1030.2792,159.4195,117.8012,66.0729,3.1679,8.9392,0.3587,0.1211,23.9014,9.6876,-6.7728,0.5835,30.9769,16.2039
"892000","Gewaltkriminalität",9179,"Fürstenfeldbruck","LK",295,135,66,22.4,4,1,270,91.5,327,277,50,154,47.1,2723642,NA,9179,"Fürstenfeldbruck",219311,23,213282.8955,14.9176,1317.1091,122.4927,113.677,63.0171,3.07,9.5483,0.348,0.1313,28.0664,10.6978,0.5292,-0.0302,27.3736,18.6683
"892000","Gewaltkriminalität",9180,"Garmisch-Partenkirchen","LK",134,152,39,29.1,0,0,123,91.8,150,119,31,75,50,2723642,NA,9180,"Garmisch-Partenkirchen",88424,23,85438.008,5.0552,727.5536,144.901,98.7255,57.8546,4.7533,8.4573,0.2784,0.1335,31.3728,7.7447,-4.5219,2.2851,22.395,33.7724
"892000","Gewaltkriminalität",9181,"Landsberg am Lech","LK",115,96,18,15.7,0,1,101,87.8,115,100,15,33,28.7,2723642,NA,9181,"Landsberg am Lech",120302,32,118740.8079,7.0706,926.8543,160.7067,123.2526,67.8331,3.8465,8.0861,0.3547,0.0606,27.4058,10.1886,-4.2384,2.2785,28.4216,26.5287
"892000","Gewaltkriminalität",9182,"Miesbach","LK",84,84,20,23.8,1,0,73,86.9,87,71,16,28,32.2,2723642,NA,9182,"Miesbach",100010,17,97003.6007,6.9721,892.1586,149.3415,108.3241,67.3561,4.3859,9.4,0.2863,0.188,30.8269,13.3906,-4.3691,2.083,26.3651,34.6329
"892000","Gewaltkriminalität",9183,"Mühldorf a.Inn","LK",130,112,36,27.7,0,1,115,88.5,129,111,18,57,44.2,2723642,NA,9183,"Mühldorf a.Inn",115872,32,108134.9442,5.1002,808.0424,199.7054,133.7897,69.217,4.261,6.3584,0.3995,0.0679,27.4568,8.2899,-7.9191,4.3147,44.3547,32.3958
"892000","Gewaltkriminalität",9184,"München","LK",379,108,90,23.7,2,2,318,83.9,427,352,75,190,44.5,2723642,NA,9184,"München",350473,32,340695.3345,18.5887,1302.1039,86.9632,107.3297,60.5197,2.7866,11.71,0.337,0.3359,26.699,19.679,3.2304,-5.1708,14.5137,20.2929
"892000","Gewaltkriminalität",9185,"Neuburg-Schrobenhausen","LK",105,108,25,23.8,0,0,93,88.6,100,80,20,45,45,2723642,NA,9185,"Neuburg-Schrobenhausen",97303,18,93797.8364,6.161,1113.1653,223.1974,132.2094,68.8033,4.2344,6.8072,0.3993,0.0415,26.6981,8.6541,1.301,5.8992,36.4507,38.3904
"892000","Gewaltkriminalität",9186,"Pfaffenhofen a.d.Ilm","LK",139,108,35,25.2,0,0,120,86.3,120,95,25,50,41.7,2723642,NA,9186,"Pfaffenhofen a.d.Ilm",128227,19,121758.7835,7.5307,1139.0615,190.6752,123.7758,68.9169,4.2279,7.7095,0.3702,0.0686,26.0078,9.7567,-4.6648,1.3032,31.9079,20.5351
"892000","Gewaltkriminalität",9187,"Rosenheim","LK",235,90,52,22.1,1,2,218,92.8,242,191,51,94,38.8,2723642,NA,9187,"Rosenheim",261330,48,252581.4645,6.129,843.2571,144.3249,115.822,64.582,3.6205,8.172,0.3277,0.1171,29.2295,9.3717,-2.3689,2.038,31.9895,24.9902
"892000","Gewaltkriminalität",9188,"Starnberg","LK",186,136,40,21.5,0,2,164,88.2,216,176,40,125,57.9,2723642,NA,9188,"Starnberg",136667,15,133192.9319,10.634,1109.2918,118.5981,114.7943,65.1353,3.1921,10.635,0.3101,0.2135,30.7902,20.1865,1.7631,-3.272,13.6479,17.7364
"892000","Gewaltkriminalität",9189,"Traunstein","LK",210,118,45,21.4,1,2,195,92.9,226,181,45,81,35.8,2723642,NA,9189,"Traunstein",177319,37,172702.4835,5.469,827.925,166.6178,114.9709,68.5311,4.3797,7.0937,0.3134,0.1096,30.9919,8.2665,-5.0683,1.9824,33.8228,36.6063
"892000","Gewaltkriminalität",9190,"Weilheim-Schongau","LK",146,108,43,29.5,0,2,138,94.5,163,131,32,57,35,2723642,NA,9190,"Weilheim-Schongau",135478,34,132370.1123,5.8937,795.3894,178.9247,118.6297,66.7705,3.9838,7.5791,0.343,0.0801,28.2814,9.3018,-6.3815,2.9736,30.9026,27.92
"892000","Gewaltkriminalität",9261,"Landshut","KfS",220,300,47,21.4,3,2,185,84.1,268,222,46,120,44.8,2723642,NA,9261,"Landshut",73411,1,68580.5106,19.7458,1560.3056,110.5522,89.77,67.0464,4.15,8.2,0.2301,0.4591,27.145,NA,15.8261,-12.6298,26.5927,NA
"892000","Gewaltkriminalität",9262,"Passau","KfS",121,229,22,18.2,1,0,104,86,127,111,16,68,53.5,2723642,NA,9262,"Passau",52803,1,51260.9343,10.5455,1202.4108,122.2296,84.46,61.3053,5.66,8.03,0.2028,0.4808,28.8266,NA,3.38,-17.987,5.8315,NA
"892000","Gewaltkriminalität",9263,"Straubing","KfS",125,262,21,16.8,1,0,111,88.8,163,142,21,68,41.7,2723642,NA,9263,"Straubing",47791,1,46615.9689,17.0427,1494.3125,116.3096,89.38,66.8237,4.28,6.64,0.2271,0.345,29.781,NA,6.7637,-11.477,24.3933,NA
"892000","Gewaltkriminalität",9271,"Deggendorf","LK",188,157,39,20.7,0,0,163,86.7,186,153,33,72,38.7,2723642,NA,9271,"Deggendorf",119478,26,116909.2537,5.1489,920.6545,214.5899,129.0488,69.9493,4.8465,5.335,0.3647,0.05,28.9817,7.7496,-0.3216,6.2592,35.3803,46.3545
"892000","Gewaltkriminalität",9272,"Freyung-Grafenau","LK",48,61,12,25,1,0,44,91.7,50,44,6,6,12,2723642,NA,9272,"Freyung-Grafenau",78362,36,78165.0165,2.984,579.4721,134.6002,121.926,64.0663,7.0984,4.604,0.3492,0.0633,32.2938,5.3431,-7.5157,6.8878,36.9101,41.5282
"892000","Gewaltkriminalität",9273,"Kelheim","LK",149,121,28,18.8,0,3,130,87.2,164,143,21,72,43.9,2723642,NA,9273,"Kelheim",123058,28,117014.9019,5.4566,960.6861,186.2822,129.9933,66.424,4.7296,6.4517,0.3963,0.0672,26.8264,8.2295,8.0328,3.6943,33.4642,30.5988
