"schluessel","straftat","gemeindeschluessel","stadt_landkreis","kreisart","anzahl_erfasste_faelle","haeufigkeitszahl","erfasste_faelle_davon_versuche_anzahl","erfasste_faelle_davon_versuche_anteil_in_percent","mit_schusswaffe_gedroht","mit_schusswaffe_geschossen","auffklaerung_anzahl_faelle","aufklaerungsquote","tatverdaechtige_insgesamt","tatverdaechtige_maennlich","tatverdaechtige_weiblich","nichtdeutsche_tatverdaechtige_anzahl","nichtdeutsche_tatverdaechtige_anteil_in_percent_an_der_gesamtzahl","x19","x20","x21","x22","x23","gemeinden_n","pop_20_sum","pop20_MEDIAN","bs20_MEAN","lupp20_MEAN","mean_FLAT_size_2022","livespace_MEAN_grid_2022","vac_MEAN_muni_2022","Rent_m2_EUR_2022","share_larger_HH_2022","share_big_WHG_2022","POP_60_plus_._2022","Tax_pp_2020","change_pc_bs_median","change_pc_flat_size","change_pc_livespace_pp","change_pc_income_tax_pp"
"892000","Gewaltkriminalität",9274,"Landshut","LK",132,83,33,25,1,2,119,90.2,149,125,24,60,40.3,2723642,NA,9274,"Landshut",159895,35,152112.1743,5.8951,982.1318,214.423,129.1086,70.3826,3.9291,6.6706,0.3771,0.0638,26.8418,8.3942,-3.252,3.6013,40.259,25.5576
"892000","Gewaltkriminalität",9275,"Passau","LK",168,87,27,16.1,1,0,149,88.7,201,163,38,70,34.8,2723642,NA,9275,"Passau",192656,38,189344.2567,4.9482,830.4639,190.5916,123.7082,69.8548,5.2095,5.5153,0.3429,0.0853,31.2234,6.5265,-3.5605,4.7317,37.7621,28.2991
"892000","Gewaltkriminalität",9276,"Regen","LK",74,96,12,16.2,0,0,72,97.3,93,76,17,29,31.2,2723642,NA,9276,"Regen",77410,24,75905.9049,4.3202,771.129,198.2938,115.9088,64.6799,7.3908,4.7104,0.33,0.0634,31.4309,5.9359,-0.7987,9.3346,38.5135,41.7703
"892000","Gewaltkriminalität",9277,"Rottal-Inn","LK",108,89,17,15.7,1,0,97,89.8,126,113,13,54,42.9,2723642,NA,9277,"Rottal-Inn",121502,31,117797.3028,4.0348,732.4016,225.4458,135.5603,72.9081,4.6807,5.3652,0.3712,0.0637,30.3708,7.1739,-6.2028,6.0391,50.7743,37.1301
"892000","Gewaltkriminalität",9278,"Straubing-Bogen","LK",71,70,14,19.7,0,1,68,95.8,85,68,17,37,43.5,2723642,NA,9278,"Straubing-Bogen",101120,37,97413.6541,4.867,864.357,217.3396,130.8762,69.6218,5.0962,5.4997,0.3873,0.0348,28.0251,7.4418,-5.6086,6.77,41.2276,25.8697
"892000","Gewaltkriminalität",9279,"Dingolfing-Landau","LK",106,110,13,12.3,0,0,93,87.7,117,108,9,50,42.7,2723642,NA,9279,"Dingolfing-Landau",96683,15,92104.4769,5.1986,959.7515,229.1018,127.206,70.9715,3.9107,6.1813,0.3625,0.0805,27.2785,7.8227,-4.6853,2.3591,37.6194,16.1475
"892000","Gewaltkriminalität",9361,"Amberg","KfS",104,246,18,17.3,0,0,90,86.5,103,87,16,31,30.1,2723642,NA,9361,"Amberg",42207,1,42594.0344,16.1226,1545.7733,119.2143,89.39,60.5536,4.8,6.36,0.2363,0.3203,31.4715,NA,9.0532,-9.4655,20.07,NA
"892000","Gewaltkriminalität",9362,"Regensburg","KfS",426,278,78,18.3,0,3,360,84.5,425,374,51,202,47.5,2723642,NA,9362,"Regensburg",153094,1,163182.1835,26.6803,1521.4195,64.2135,76.37,56.7996,2.89,9.38,0.183,0.615,23.4056,NA,5.3917,-20.0137,0.6289,NA
"892000","Gewaltkriminalität",9363,"Weiden i.d.OPf.","KfS",120,281,24,20,0,0,109,90.8,143,112,31,57,39.9,2723642,NA,9363,"Weiden i.d.OPf.",42743,1,42992.7855,15.0479,1432.3808,114.3967,88.65,61.2083,5.7,5.95,0.2196,0.3094,30.718,NA,2.8388,-9.1423,20.3109,NA
"892000","Gewaltkriminalität",9371,"Amberg-Sulzbach","LK",71,69,18,25.4,0,1,65,91.5,69,53,16,16,23.2,2723642,NA,9371,"Amberg-Sulzbach",103049,28,104433.3922,5.6176,918.3195,194.0243,122.2822,64.5765,6.3396,5.1648,0.3593,0.0289,30.2609,6.9189,-1.7873,4.8622,32.3687,32.6461
"892000","Gewaltkriminalität",9372,"Cham","LK",121,95,26,21.5,0,1,120,99.2,128,103,25,36,28.1,2723642,NA,9372,"Cham",127998,39,125758.1641,4.6753,813.7371,206.2173,123.8138,66.1234,7.0905,4.8408,0.3572,0.0401,30.6525,6.5454,-2.3973,9.8109,38.6854,48.1692
"892000","Gewaltkriminalität",9373,"Neumarkt i.d.OPf.","LK",103,77,19,18.4,0,0,89,86.4,99,83,16,28,28.3,2723642,NA,9373,"Neumarkt i.d.OPf.",134573,19,129419.3017,5.9463,1009.3942,241.0605,130.2637,66.3887,4.4984,6.4947,0.4002,0.0579,26.3653,8.1895,-3.9371,1.864,31.4061,42.3038
"892000","Gewaltkriminalität",9374,"Neustadt a.d.Waldnaab","LK",90,95,13,14.4,0,0,82,91.1,85,66,19,25,29.4,2723642,NA,9374,"Neustadt a.d.Waldnaab",94450,41,96024.9291,5.6349,912.2256,197.0118,120.4347,67.5836,6.4992,4.8861,0.3425,0.0322,29.9533,6.7149,7.7445,6.5857,35.1768,35.8068
"892000","Gewaltkriminalität",9375,"Regensburg","LK",111,57,26,23.4,0,0,103,92.8,128,108,20,46,35.9,2723642,NA,9375,"Regensburg",194070,43,190566.5454,8.2659,1095.3711,164.1684,123.7878,68.1769,4.6693,6.4344,0.355,0.0576,28.3531,8.7253,-2.2046,3.7237,31.9225,22.4236
"892000","Gewaltkriminalität",9376,"Schwandorf","LK",149,101,19,12.8,0,1,132,88.6,159,136,23,58,36.5,2723642,NA,9376,"Schwandorf",147872,34,145761.4069,5.3804,890.6955,196.2432,120.0055,64.4911,6.4561,4.9003,0.3459,0.0358,29.9764,6.332,-1.2967,7.9071,38.8953,32.4598
"892000","Gewaltkriminalität",9377,"Tirschenreuth","LK",71,99,17,23.9,0,1,66,93,74,56,18,22,29.7,2723642,NA,9377,"Tirschenreuth",72046,26,74546.0718,5.5553,895.0753,194.8673,115.0342,63.4921,7.4415,4.2473,0.3292,0.0568,31.483,6.0533,1.2589,9.673,32.8731,39.8731
"892000","Gewaltkriminalität",9461,"Bamberg","KfS",258,333,56,21.7,1,0,226,87.6,260,227,33,128,49.2,2723642,NA,9461,"Bamberg",77373,1,76968.8208,20.7597,1550.0528,90.664,82.04,56.8024,4.8,7.66,0.1941,0.4285,26.946,NA,4.9035,-12.6917,7.4244,NA
"892000","Gewaltkriminalität",9462,"Bayreuth","KfS",146,195,26,17.8,1,0,127,87,152,114,38,39,25.7,2723642,NA,9462,"Bayreuth",74783,1,72979.4202,17.3,1452.0128,107.1941,82.8,57.2041,4.85,7.11,0.1902,0.4703,28.8107,NA,2.9438,-17.2742,9.4189,NA
"892000","Gewaltkriminalität",9463,"Coburg","KfS",128,312,34,26.6,1,0,103,80.5,122,104,18,39,32,2723642,NA,9463,"Coburg",41072,1,41635.3295,15.6019,1410.6012,113.1826,91.28,60.8507,5.88,6.38,0.1995,0.3359,31.214,NA,10.0091,-9.5158,16.5651,NA
"892000","Gewaltkriminalität",9464,"Hof","KfS",161,351,41,25.5,0,2,139,86.3,162,132,30,61,37.7,2723642,NA,9464,"Hof",45825,1,44436.6966,14.6531,1364.5402,114.9567,86.51,60.4429,7.8,5.05,0.2119,0.3566,31.4115,NA,4.3152,-8.8678,10.2404,NA
"892000","Gewaltkriminalität",9471,"Bamberg","LK",137,93,31,22.6,2,0,125,91.2,146,120,26,33,22.6,2723642,NA,9471,"Bamberg",147163,46,148033.6839,6.2539,910.9652,149.0612,119.1719,56.0176,5.4303,5.5903,0.3538,0.0473,28.4965,6.9059,21.4959,4.6418,34.3945,28.3068
"892000","Gewaltkriminalität",9472,"Bayreuth","LK",81,78,13,16,0,0,73,90.1,86,71,15,20,23.3,2723642,NA,9472,"Bayreuth",103664,43,106317.2677,4.381,730.2618,139.3132,117.4003,65.0911,6.6809,5.1173,0.3219,0.0506,31.7526,6.7099,-4.2672,5.8267,34.2026,26.7906
"892000","Gewaltkriminalität",9473,"Coburg","LK",84,97,28,33.3,1,0,80,95.2,89,69,20,15,16.9,2723642,NA,9473,"Coburg",86747,20,88585.8426,7.2125,983.4988,146.5694,115.2994,56.0414,5.0153,5.3706,0.3058,0.0905,32.3711,6.795,-1.0571,4.0802,32.5455,9.2927
"892000","Gewaltkriminalität",9474,"Forchheim","LK",135,116,27,20,0,0,124,91.9,129,104,25,35,27.1,2723642,NA,9474,"Forchheim",116203,29,116520.5287,7.765,1061.9899,161.123,122.2441,66.2252,5.3772,6.0545,0.3462,0.0319,30.229,8.8487,-2.9882,4.4895,33.2235,27.4864
"892000","Gewaltkriminalität",9475,"Hof","LK",109,115,27,24.8,0,0,96,88.1,103,81,22,29,28.2,2723642,NA,9475,"Hof",94801,31,98338.1012,5.407,842.9642,162.1143,109.6422,65.0613,8.4152,4.3815,0.279,0.054,35.0308,5.9906,-1.2755,7.6934,35.2829,25.352
"892000","Gewaltkriminalität",9476,"Kronach","LK",93,139,23,24.7,1,2,90,96.8,108,81,27,26,24.1,2723642,NA,9476,"Kronach",66743,20,69916.0841,5.9297,900.9141,150.4151,114.7289,60.4517,7.1511,4.6156,0.3052,0.0277,34.9841,5.146,-5.311,6.7374,36.9568,7.5693
"892000","Gewaltkriminalität",9477,"Kulmbach","LK",79,110,18,22.8,0,0,76,96.2,91,71,20,21,23.1,2723642,NA,9477,"Kulmbach",71566,22,74239.3835,5.9165,916.5802,185.9108,116.6818,67.5269,7.0727,4.83,0.2977,0.0487,34.1495,6.0076,1.5326,8.6257,35.293,23.0805
"892000","Gewaltkriminalität",9478,"Lichtenfels","LK",110,165,24,21.8,0,0,101,91.8,118,101,17,24,20.3,2723642,NA,9478,"Lichtenfels",66776,13,68023.4372,6.2897,1010.1182,159.0159,115.5527,60.8053,5.6709,5.1791,0.3109,0.0592,31.9551,5.7803,11.8176,2.8054,32.8414,26.6884
"892000","Gewaltkriminalität",9479,"Wunsiedel i.Fichtelgebirge","LK",115,158,22,19.1,1,0,108,93.9,135,118,17,43,31.9,2723642,NA,9479,"Wunsiedel i.Fichtelgebirge",72655,26,74815.6937,4.1636,673.031,114.6714,104.6665,57.7114,9.9653,4.2912,0.2583,0.084,35.913,5.5195,1.5808,6.3484,37.8944,25.5837
"892000","Gewaltkriminalität",9561,"Ansbach","KfS",121,289,21,17.4,1,0,106,87.6,121,101,20,53,43.8,2723642,NA,9561,"Ansbach",41798,1,40770.3774,9.6191,1194.5698,144.7815,91.33,61.7878,5.03,6.68,0.2338,0.2619,29.4437,NA,2.1656,-8.3926,21.8379,NA
"892000","Gewaltkriminalität",9562,"Erlangen","KfS",169,150,30,17.8,2,0,140,82.8,178,149,29,77,43.3,2723642,NA,9562,"Erlangen",112528,1,120914.3813,27.3555,1560.3179,73.7217,81.32,55.6306,4.86,9.2,0.2193,0.548,24.7229,NA,1.9365,-19.1144,0.4181,NA
"892000","Gewaltkriminalität",9563,"Fürth","KfS",216,168,37,17.1,6,2,187,86.6,240,201,39,122,50.8,2723642,NA,9563,"Fürth",128497,1,142024.3348,30.06,1647.4479,66.2088,84.16,57.5578,3.36,7.71,0.2452,0.5685,25.9487,NA,0.5682,-12.4693,19.0763,NA
"892000","Gewaltkriminalität",9564,"Nürnberg","KfS",1468,283,289,19.7,4,6,1215,82.8,1446,1178,268,727,50.3,2723642,NA,9564,"Nürnberg",518370,1,517452.9036,33.5156,1676.2328,62.7494,77.97,55.4336,3.11,8.21,0.2239,0.6494,26.479,NA,3.2548,-16.1553,15.5524,NA
"892000","Gewaltkriminalität",9565,"Schwabach","KfS",43,105,10,23.3,0,0,38,88.4,39,30,9,7,17.9,2723642,NA,9565,"Schwabach",40981,1,41691.6535,19.39,1474.7613,96.8848,98.06,62.6497,3.09,7.11,0.2751,0.249,29.8495,NA,-0.9709,-5.4229,23.0339,NA
"892000","Gewaltkriminalität",9571,"Ansbach","LK",176,95,37,21,0,1,162,92,174,142,32,59,33.9,2723642,NA,9571,"Ansbach",184591,59,180543.6928,5.7234,995.6239,221.0144,125.3728,66.4246,5.0969,5.5159,0.3601,0.0503,28.684,6.6083,-2.1029,6.362,37.5386,32.1796
"892000","Gewaltkriminalität",9572,"Erlangen-Höchstadt","LK",93,68,29,31.2,0,0,87,93.5,96,82,14,34,35.4,2723642,NA,9572,"Erlangen-Höchstadt",137262,35,135562.2632,8.8995,1026.6523,113.3471,118.6624,60.6814,4.6468,7.2496,0.3381,0.0817,28.4825,11.3728,35.6012,1.359,25.3848,18.4315
"892000","Gewaltkriminalität",9573,"Fürth","LK",76,64,11,14.5,0,0,71,93.4,102,85,17,40,39.2,2723642,NA,9573,"Fürth",117853,14,117555.0312,12.9924,1406.6945,145.4932,112.3757,63.462,4.1607,6.8793,0.307,0.1315,30.8847,8.8653,-0.0368,1.2937,26.2527,12.7075
"892000","Gewaltkriminalität",9574,"Nürnberger Land","LK",151,88,36,23.8,0,2,134,88.7,146,126,20,50,34.2,2723642,NA,9574,"Nürnberger Land",170792,41,167869.8608,6.7086,900.0478,119.3422,115.4637,64.4465,5.6444,6.24,0.3132,0.1006,30.6192,8.2982,16.341,4.1591,28.6284,15.7631
"892000","Gewaltkriminalität",9575,"Neustadt a.d.Aisch-Bad Windsheim","LK",95,94,19,20,1,0,89,93.7,109,90,19,39,35.8,2723642,NA,9575,"Neustadt a.d.Aisch-Bad Windsheim",101014,39,99000.842,4.9877,969.6461,248.6582,128.6587,68.316,5.8582,5.1953,0.3572,0.0329,29.7105,6.8821,-0.3524,7.804,38.9795,29.4782
"892000","Gewaltkriminalität",9576,"Roth","LK",113,89,36,31.9,0,0,110,97.3,124,103,21,33,26.6,2723642,NA,9576,"Roth",126749,21,126350.8281,6.0879,897.6098,149.0332,119.63,67.4999,4.4212,6.3162,0.3457,0.0717,29.3769,8.2715,1.69,5.3365,34.5735,26.9475
"892000","Gewaltkriminalität",9577,"Weißenburg-Gunzenhausen","LK",144,152,31,21.5,2,0,136,94.4,149,129,20,51,34.2,2723642,NA,9577,"Weißenburg-Gunzenhausen",94734,27,93393.6592,5.316,965.24,228.4649,127.1611,68.659,6.3181,5.1881,0.3677,0.0494,29.7557,6.4312,-4.0214,9.0243,40.2723,35.2694
"892000","Gewaltkriminalität",9661,"Aschaffenburg","KfS",221,311,28,12.7,2,1,191,86.4,242,211,31,124,51.2,2723642,NA,9661,"Aschaffenburg",71002,1,69808.0003,22.5745,1686.3477,102.4646,86.7,60.6367,4.43,7.75,0.2373,0.3952,28.5527,NA,0.0717,-7.9666,23.212,NA
"892000","Gewaltkriminalität",9662,"Schweinfurt","KfS",162,303,25,15.4,3,2,139,85.8,166,150,16,86,51.8,2723642,NA,9662,"Schweinfurt",53426,1,53443.602,21.6728,1602.3054,95.5316,82.49,54.1765,5.33,6.23,0.2188,0.4631,31.4526,NA,1.8783,-10.1674,22.3737,NA
"892000","Gewaltkriminalität",9663,"Würzburg","KfS",371,290,77,20.8,0,1,319,86,363,306,57,148,40.8,2723642,NA,9663,"Würzburg",127934,1,127223.2944,20.8423,1526.8032,92.8358,78.47,57.4006,3.11,8.65,0.1924,0.6126,26.539,NA,3.9689,-19.6192,1.8733,NA
"892000","Gewaltkriminalität",9671,"Aschaffenburg","LK",116,67,28,24.1,0,2,110,94.8,135,108,27,46,34.1,2723642,NA,9671,"Aschaffenburg",174200,40,177957.7988,9.1984,1110.2066,117.4287,113.9072,66.3569,6.3975,6.2231,0.3193,0.047,30.4366,8.1572,4.0135,4.0722,30.9991,11.9293
"892000","Gewaltkriminalität",9672,"Bad Kissingen","LK",87,84,24,27.6,0,0,81,93.1,83,60,23,19,22.9,2723642,NA,9672,"Bad Kissingen",103235,39,104809.7735,4.3809,733.8241,128.3498,117.8131,56.627,7.0115,4.5654,0.3237,0.0367,32.6596,6.5517,Inf,6.6154,30.7846,32.6329
"892000","Gewaltkriminalität",9673,"Rhön-Grabfeld","LK",80,100,12,15,1,0,74,92.5,88,76,12,22,25,2723642,NA,9673,"Rhön-Grabfeld",79635,45,78601.2002,5.3098,917.1003,173.6162,122.1092,64.1159,6.7327,4.5041,0.3396,0.0346,31.4936,6.066,0.3168,5.9461,32.7986,23.7394
"892000","Gewaltkriminalität",9674,"Haßberge","LK",81,96,22,27.2,1,0,79,97.5,95,74,21,12,12.6,2723642,NA,9674,"Haßberge",84384,26,85559.1971,6.6013,1091.684,206.9401,124.2473,66.2988,5.82,4.8115,0.3557,0.0374,31.0722,5.98,-4.024,6.7517,35.2127,30.019
"892000","Gewaltkriminalität",9675,"Kitzingen","LK",102,112,26,25.5,1,1,95,93.1,120,103,17,43,35.8,2723642,NA,9675,"Kitzingen",91155,31,89723.0911,6.6202,1137.8932,221.2452,119.6813,65.5197,5.8861,5.3265,0.3339,0.0379,29.4926,7.5876,-2.7636,4.6915,29.8683,35.7381
"892000","Gewaltkriminalität",9676,"Miltenberg","LK",129,100,24,18.6,1,1,122,94.6,152,124,28,52,34.2,2723642,NA,9676,"Miltenberg",128743,34,131570.1156,9.1482,1212.9409,147.4142,112.43,62.3721,6.3,5.7647,0.3218,0.0505,30.6214,6.7422,7.7546,4.1914,31.9133,17.0543
"892000","Gewaltkriminalität",9677,"Main-Spessart","LK",110,87,30,27.3,0,0,102,92.7,114,101,13,39,34.2,2723642,NA,9677,"Main-Spessart",126158,50,129432.3997,5.9707,898.5544,146.738,117.924,61.5326,7.0175,4.9528,0.3166,0.0268,32.5299,6.5798,2.1465,5.6338,33.1459,22.2903
"892000","Gewaltkriminalität",9678,"Schweinfurt","LK",126,109,41,32.5,0,1,119,94.4,123,109,14,67,54.5,2723642,NA,9678,"Schweinfurt",115445,36,115497.4474,7.2804,1024.6138,154.4597,118.6814,57.9054,5.381,5.2748,0.3347,0.0529,30.636,6.8945,3.2482,6.4732,37.0299,24.7341
"892000","Gewaltkriminalität",9679,"Würzburg","LK",96,59,21,21.9,0,0,85,88.5,98,78,20,26,26.5,2723642,NA,9679,"Würzburg",162302,55,162944.3703,9.3593,1230.5532,178.8588,117.4302,63.9366,5.57,6.0419,0.3296,0.0539,30.5621,7.6443,-2.6401,3.0377,26.9793,23.1274
"892000","Gewaltkriminalität",9761,"Augsburg","KfS",802,270,175,21.8,2,1,692,86.3,852,702,150,387,45.4,2723642,NA,9761,"Augsburg",296582,1,284747.6906,36.1861,1634.0067,63.0414,76.4,54.8328,3.92,8.48,0.2246,0.6524,25.6045,NA,3.3052,-13.7034,17.8691,NA
"892000","Gewaltkriminalität",9762,"Kaufbeuren","KfS",113,255,27,23.9,0,0,103,91.2,134,113,21,64,47.8,2723642,NA,9762,"Kaufbeuren",44398,1,42694.3077,20.6521,1392.7936,95.7209,86.21,58.8203,3.8,6.85,0.2493,0.3926,30.0978,NA,1.3477,-8.6625,25.3624,NA
"892000","Gewaltkriminalität",9763,"Kempten (Allgäu)","KfS",149,215,36,24.2,0,0,130,87.2,147,127,20,51,34.7,2723642,NA,9763,"Kempten (Allgäu)",69151,1,67993.0986,17.5672,1279.653,89.2466,83.17,59.6274,2.91,7.18,0.2187,0.5111,29.0761,NA,4.3142,-11.4345,30.2288,NA
"892000","Gewaltkriminalität",9764,"Memmingen","KfS",145,329,28,19.3,1,1,132,91,168,128,40,70,41.7,2723642,NA,9764,"Memmingen",44100,1,42905.3989,15.6147,1374.7576,113.1339,90.01,62.4453,3.99,6.51,0.263,0.38,29.0462,NA,0.8491,-9.5747,26.7312,NA
"892000","Gewaltkriminalität",9771,"Aichach-Friedberg","LK",110,82,20,18.2,0,0,92,83.6,124,112,12,45,36.3,2723642,NA,9771,"Aichach-Friedberg",134655,24,131348.4172,7.7493,1091.0809,183.2868,126.3438,65.4207,4.42,6.9967,0.3916,0.0668,26.6139,9.3455,-2.9548,4.3162,31.7425,32.9453
"892000","Gewaltkriminalität",9772,"Augsburg","LK",240,95,58,24.2,2,1,210,87.5,294,256,38,94,32,2723642,NA,9772,"Augsburg",253468,47,245554.6561,8.8739,1094.2035,160.6641,120.7352,64.264,4.2996,6.8165,0.3642,0.0929,27.1586,9.047,1.7223,2.7809,28.4052,24.6739
"892000","Gewaltkriminalität",9773,"Dillingen a.d.Donau","LK",124,128,25,20.2,0,2,108,87.1,148,124,24,39,26.4,2723642,NA,9773,"Dillingen a.d.Donau",96562,27,95387.3946,6.5519,1077.0572,211.9226,124.3652,65.1411,4.6222,5.7133,0.3812,0.0391,29.0785,7.863,0.8289,6.5355,35.5538,28.9966
"892000","Gewaltkriminalität",9774,"Günzburg","LK",174,137,49,28.2,0,1,156,89.7,193,164,29,70,36.3,2723642,NA,9774,"Günzburg",127027,36,123041.0975,6.2471,959.2553,179.8572,122.7097,62.1917,5.3433,5.9768,0.3793,0.0585,27.3218,7.5359,0.3605,4.7175,37.3239,25.4955
"892000","Gewaltkriminalität",9775,"Neu-Ulm","LK",373,213,57,15.3,0,1,323,86.6,415,351,64,190,45.8,2723642,NA,9775,"Neu-Ulm",175204,21,171469.6705,8.8832,1015.3239,126.0745,112.8106,59.0586,4.0453,6.8047,0.3405,0.1216,27.5243,7.748,8.2138,1.5402,30.9635,17.5337
"892000","Gewaltkriminalität",9776,"Lindau (Bodensee)","LK",113,138,19,16.8,0,0,98,86.7,130,119,11,55,42.3,2723642,NA,9776,"Lindau (Bodensee)",81981,19,82258.3489,7.0703,805.594,131.1631,106.5042,64.191,4.4463,7.4374,0.2994,0.148,29.2464,8.3871,4.7453,2.5725,35.4537,20.1462
"892000","Gewaltkriminalität",9777,"Ostallgäu","LK",111,79,25,22.5,0,0,104,93.7,129,111,18,43,33.3,2723642,NA,9777,"Ostallgäu",141182,45,136733.3539,5.1772,841.1014,212.4755,120.2689,66.4536,4.9707,6.4284,0.3456,0.0561,27.9866,7.9021,-8.4574,5.3943,34.0938,36.8027
"892000","Gewaltkriminalität",9778,"Unterallgäu","LK",160,110,38,23.8,1,1,148,92.5,176,149,27,75,42.6,2723642,NA,9778,"Unterallgäu",145341,53,138909.3012,5.4429,908.5527,199.8749,125.6448,68.0878,5.3738,6.026,0.3663,0.0517,27.3113,7.7964,-3.1402,4.4001,34.5745,33.3868
"892000","Gewaltkriminalität",9779,"Donau-Ries","LK",158,118,33,20.9,0,0,146,92.4,193,160,33,73,37.8,2723642,NA,9779,"Donau-Ries",133783,46,122107.2487,5.9171,991.4055,203.7139,129.6639,67.0038,5.7795,5.3861,0.3873,0.0337,28.3448,7.6099,-1.9709,10.2689,42.8784,41.4356
"892000","Gewaltkriminalität",9780,"Oberallgäu","LK",142,91,28,19.7,0,0,126,88.7,158,138,20,57,36.1,2723642,NA,9780,"Oberallgäu",156008,29,152056.0662,5.0449,700.3613,159.0512,99.9968,61.0121,4.5607,7.0268,0.2809,0.2041,30.2355,7.8276,-6.3917,1.2866,23.2959,29.7373
"892000","Gewaltkriminalität",10041,"Regionalverband Saarbrücken","RV",1153,351,197,17.1,16,1,930,80.7,1133,951,182,406,35.8,2723642,NA,10041,"Regionalverband Saarbrücken",328714,10,337467.7361,14.8856,1510.2912,124.553,105.16,65.2868,5.948,5.649,0.2549,0.1059,34.3752,5.9004,1.2761,0.1382,25.1337,7.4111
"892000","Gewaltkriminalität",10042,"Merzig-Wadern","LK",195,189,32,16.4,0,1,178,91.3,210,173,37,38,18.1,2723642,NA,10042,"Merzig-Wadern",103243,7,101943.9451,8.2758,1228.7214,174.0136,124.1157,71.5429,4.5757,6.0814,0.3115,0.0638,31.8485,5.9908,1.1244,-0.045,22.7087,16.0623
"892000","Gewaltkriminalität",10043,"Neunkirchen","LK",257,196,42,16.3,6,3,213,82.9,233,195,38,71,30.5,2723642,NA,10043,"Neunkirchen",131408,7,130597.9999,14.2414,1506.5247,132.4395,108.98,67.0172,5.9671,5.4943,0.2655,0.0759,34.4848,5.8193,5.306,1.1513,25.3545,12.269
"892000","Gewaltkriminalität",10044,"Saarlouis","LK",418,215,84,20.1,7,1,356,85.2,442,385,57,169,38.2,2723642,NA,10044,"Saarlouis",194319,13,191659.2185,11.6915,1428.829,151.409,116.6615,69.8291,4.6638,5.7831,0.2993,0.0718,33.4821,6.0266,-0.4473,-0.541,24.4071,9.6002
"892000","Gewaltkriminalität",10045,"Saarpfalz-Kreis","LK",289,203,47,16.3,2,2,253,87.5,304,249,55,73,24,2723642,NA,10045,"Saarpfalz-Kreis",142196,7,140572.5215,11.3238,1373.6388,150.0493,115.92,69.8202,5.1914,5.8743,0.2772,0.0805,35.1881,6.988,0.1915,-0.7133,24.3898,5.0631
"892000","Gewaltkriminalität",10046,"St. Wendel","LK",96,110,21,21.9,2,3,82,85.4,101,90,11,14,13.9,2723642,NA,10046,"St. Wendel",87007,8,87164.5552,8.5652,1167.6317,158.4889,123.4162,71.8276,5.18,5.2238,0.2985,0.0351,35.228,6.2385,4.9243,1.1474,23.7692,11.8664
"892000","Gewaltkriminalität",11000,"Berlin","KfS",16294,444,3324,20.4,142,53,10644,65.3,11890,10034,1856,5618,47.2,2723642,NA,11000,"Berlin",3669491,1,3595815.4912,50.1956,1863.8972,43.8414,73.22,53.4686,1.97,7.67,0.1986,0.8146,25.4896,NA,7.44,-16.0506,13.4188,NA
"892000","Gewaltkriminalität",12051,"Brandenburg an der Havel","KfS",199,276,36,18.1,0,0,167,83.9,174,144,30,33,19,2723642,NA,12051,"Brandenburg an der Havel",72184,1,70195.4296,9.008,1271.0113,164.2261,73.14,54.8317,8.64,5.88,0.181,0.559,35.9881,NA,2.0362,-11.565,21.3382,NA
"892000","Gewaltkriminalität",12052,"Cottbus","KfS",305,306,57,18.7,1,0,254,83.3,288,251,37,88,30.6,2723642,NA,12052,"Cottbus",99678,1,103646.3263,14.0267,1315.2,116.0346,75.1,56.7052,6.42,5.58,0.1648,0.6629,35.2682,NA,4.5643,-16.0107,20.8402,NA
"892000","Gewaltkriminalität",12053,"Frankfurt (Oder)","KfS",193,334,28,14.5,1,2,153,79.3,182,150,32,68,37.4,2723642,NA,12053,"Frankfurt (Oder)",57751,1,57211.5816,10.1226,1192.9809,128.5774,72.69,58.5125,6.31,5.41,0.1746,0.6763,36.8618,NA,3.5545,-15.558,19.4749,NA
"892000","Gewaltkriminalität",12054,"Potsdam","KfS",369,205,69,18.7,1,0,259,70.2,287,258,29,125,43.6,2723642,NA,12054,"Potsdam",180334,1,193522.2825,20.1545,1349.5315,73.4437,75.78,55.1229,2.46,7.85,0.2129,0.6937,26.3635,NA,9.1001,-14.4265,19.835,NA
"892000","Gewaltkriminalität",12060,"Barnim","LK",313,169,60,19.2,7,1,270,86.3,282,238,44,74,26.2,2723642,NA,12060,"Barnim",185244,25,172118.8893,5.857,884.5608,198.9476,99.9948,58.6163,4.2873,5.5644,0.2805,0.1108,34.226,5.8166,0.3784,5.3123,32.3291,40.4703
"892000","Gewaltkriminalität",12061,"Dahme-Spreewald","LK",269,158,48,17.8,3,2,215,79.9,265,232,33,80,30.2,2723642,NA,12061,"Dahme-Spreewald",170791,37,158017.5341,5.4424,809.5027,224.0335,100.6135,60.3924,5.7141,5.7427,0.279,0.1143,36.2696,5.447,-0.0785,6.1622,37.6482,45.6762
"892000","Gewaltkriminalität",12062,"Elbe-Elster","LK",157,154,16,10.2,0,0,142,90.4,154,128,26,46,29.9,2723642,NA,12062,"Elbe-Elster",101827,33,101739.2842,4.82,904.615,238.9288,100.6179,60.1539,8.2809,4.6597,0.2695,0.0931,39.2748,4.2524,-1.8991,8.5468,40.5544,45.2101
